mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4.5	-1	9/8	9/8	0					firstMeasure	2
2	2	9/2	4.5	-1	9/8	9/8	0						3
3	3	9	4.5	-1	9/8	9/8	0						4
4	4	27/2	4.5	-1	9/8	9/8	0						5
5	5	18	4.5	-1	9/8	9/8	0						6
6	6	45/2	4.5	-1	9/8	9/8	0						7
7	7	27	3.0	-1	6/8	3/4	0						8
8	8	30	4.5	-1	9/8	9/8	0						9
9	9	69/2	4.5	-1	9/8	9/8	0						10
10	10	39	4.5	-1	9/8	9/8	0						11
11	11	87/2	4.5	-1	9/8	9/8	0						12
12	12	48	4.5	-1	9/8	9/8	0						13
13	13	105/2	4.5	-1	9/8	9/8	0						14
14	14	57	3.0	-1	6/8	3/4	0						15
15	15	60	4.5	-1	9/8	9/8	0						16
16	16	129/2	3.0	-1	6/8	3/4	0						17
17	17	135/2	3.0	-1	6/8	3/4	0			double		lastMeasure	-1
